word,english,frequency
westchester,westchester,105
hirsch,deer,105
syskonbarn,nieces and nephews,105
lögndetektorn,the lie detector,105
slaktad,slaughtered,105
självsäkra,confident,105
varat,been,105
modifierade,modified,105
viral,viral,105
barm,bosom,105
bankrånet,the bank robbery,105
fördela,distribute,105
privilegiet,the privilege,105
ia,ia,105
röntgenbilder,x-rays,105
villospår,red herring,105
uppfylls,is fulfilled,105
utekväll,night out,105
purple,purple,105
nasty,nasty,105
deklarera,declare,105
förlovningsfest,engagement party,105
bevisligen,demonstrably,105
sötnosar,sweets,105
renée,renee,105
grannes,neighbor's,105
mustangen,the mustang,105
klurat,figured out,105
datortomografi,computer tomography,105
alonso,alonso,105
lillbrorsan,the little brother,105
utgrävning,excavation,105
elenas,elena's,105
slar,beats,105
blodstänk,blood splatter,105
ivrigt,eagerly,105
kamratskap,fellowship,105
resans,trip,105
fascinerade,fascinated,105
akte,Act,105
återuppstått,resurrected,105
skötsam,neat,105
tristess,boredom,105
kilos,kilos,105
strix,string,105
asfalten,the asphalt,105
rasta,rest,105
uppenbarade,revealed,105
legs,legs,105
nasaret,Nazareth,105
utfärdar,issues,105
andromeda,andromeda,105
telly,telly,105
kolliderar,collides,105
nationalsången,the national anthem,105
finemang,refinement,105
pipers,pipes,105
käppar,sticks,105
koreansk,Korean,105
sheldons,sheldon's,105
straffbart,punishable,105
uppvaktning,courtship,105
tes,thesis,105
biktade,confessed,105
dito,ditto,105
förvissa,assure,105
knogarna,the knuckles,105
handsome,handsome,105
walkie-talkie,walkie-talkie,105
ambitiöst,ambitious,105
kvot,quota,105
kunglighet,royalty,105
morph,morph,105
gutierrez,Gutierrez,105
argumentet,the argument,105
bubblorna,the bubbles,105
dior,Dior,105
förnekande,denial,105
rörig,messy,105
bävern,the beaver,105
täckmanteln,the cover,105
bergis,mountain ice,105
tsunami,tsunami,105
socialist,Socialist,105
missuppfatta,misunderstand,105
mya,mya,105
urkopplad,disconnected,105
orört,untouched,105
cobblepot,cobblepot,105
schiller,shines,105
matematiska,mathematical,105
pussade,kissed,105
avvisat,rejected,105
adrienne,adrienne,105
säkerhetskontrollen,the security check,105
uppvisningen,the display,105
krympte,shrank,105
raderad,deleted,105
boogie,boogie,105
catherines,Catherine's,105
epps,eps,105
taxibilar,taxis,105
externa,external,105
toulouse,toulouse,105
branch,branch,105
anlade,planted,105
charly,Charlie,105
samsas,together,105
initiera,initiate,105
pionjär,pioneer,105
susning,hissing,105
deuce,deuce,105
blodsutgjutelse,bloodshed,105
delegation,delegation,105
turkey,turkey,105
hedningarna,the heathens,105
startrek,start rec,105
eldsvådan,the fire,105
justering,adjustment,105
patolog,pathologist,105
sultanen,the sultan,105
fakturan,the invoice,105
passivt,passively,105
selleri,celery,105
genomsnittliga,average,105
voldemort,voldemort,104
klumpar,lumps,104
pott,pot,104
extraordinärt,extraordinary,104
skulpturen,the sculpture,104
kanhända,perhaps,104
seasons,seasons,104
angola,Angola,104
pensionering,retirement,104
lupin,lupine,104
slakthus,slaughterhouse,104
åsido,aside,104
okände,unknown,104
iförd,wearing,104
såpa,soap,104
howell,howell,104
valutan,the currency,104
stimulans,stimulus,104
ledningscentralen,the command center,104
rycktes,jerked,104
förminska,reduce,104
kublai,kublai,104
dion,dion,104
jerkjamjam,jerk yam yam,104
tjing,thing,104
hogg,chop,104
fejden,the feud,104
wharton,wharton,104
holländsk,Dutch,104
siv,reeds,104
nödsamtal,emergency call,104
skock,flock,104
fiskebåt,Fishing boat,104
artären,the artery,104
musikerna,the musicians,104
christoffer,Christopher,104
galaktiska,galactic,104
vist,shown,104
kontoren,the offices,104
känslosamma,emotional,104
erövrare,Conqueror,104
ooo,ooo,104
rivalitet,rivalry,104
gentlemen,gentlemen,104
telefonautomat,payphone,104
tyckerjag,i think,104
mogens,of maturity,104
ägdes,was owned,104
cypern,Cyprus,104
beam,beams,104
elling,Elling,104
välkommna,welcome,104
svartingar,Black people,104
thailändska,Thai,104
kapitulerat,capitulated,104
legenderna,the legends,104
longitud,longitude,104
regisserar,directs,104
balthazar,Balthazar,104
plågan,the torment,104
förtära,consume,104
mordbrännare,arsonist,104
dudu,dudu,104
sparv,sparrow,104
aktioner,actions,104
totem,totem,104
notis,notice,104
fållan,the hem,104
imperial,imperial,104
sträckt,stretched,104
komplicera,complicate,104
sadistisk,sadistic,104
fruit,fruits,104
näsduken,the handkerchief,104
lärjungarna,the disciples,104
oerhörda,unheard of,104
söderifrån,from the south,104
buketten,the bouquet,104
patients,patients,104
förnekas,be denied,104
bedövad,stunned,104
domina,dominatrix,104
teamen,the teams,104
neve,neve,104
etnisk,ethnic,104
hönset,the hen,104
pajasen,the clown,104
sensuell,sensual,104
dotterson,grandson,104
filmbranschen,the film industry,104
andreman,second man,104
inkassera,collect,104
graystone,graystone,104
midge,midge,104
återträffen,the reunion,104
uppnås,is achieved,104
komprometterande,compromising,104
benford,benford,104
utlöstes,was triggered,104
smoak,smoke,104
baileys,baileys,104
likar,like,104
nike,nike,104
sterilisera,sterilize,104
fortplantning,reproduction,104
sårande,hurtful,104
merchant,merchant,104
återbetala,repay,104
byrackan,the city rack,104
fotoalbum,photo album,104
terrorisera,terrorize,104
earhart,earhart,104
holliday,holiday,104
livslång,lifelong,104
arkeologer,archaeologists,104
fukten,the moisture,104
stigar,rises,104
blickarna,the looks,104
sekretessavtal,confidentiality agreement,104
rubel,ruble,104
osammanhängande,incoherent,104
geographic,geographical,104
hamlin,hamlin,104
gåtfulla,enigmatic,104
välde,Empire,104
knubbiga,chubby,104
återfick,regained,104
strip,strip,104
reportrarna,the reporters,104
stinson,son of a bitch,104
anal,anal,104
brått,suddenly,104
beryktade,notorious,104
smekte,caressed,104
accelererar,accelerates,104
morsans,mother's,104
timtal,hours,104
utplånad,obliterated,104
dyad,dyad,104
rune,rune,104
medelklassen,the middle class,104
byråer,agencies,104
brickorna,the trays,104
efterlys,wanted,104
vesuvius,Vesuvius,104
mosley,Mosley,104
kommunikationer,communications,104
greenpeace,greenpeace,104
baird,baird,104
obducera,autopsy,104
d.b.,d.b.,104
upplägget,the arrangement,104
vässa,sharpen,104
bourgogne,burgundy,104
placerats,placed,104
balanserad,balanced,104
parkinsons,parkinson's,104
lanseringen,the launch,104
konduktören,the conductor,104
besvärat,troubled,104
jycke,pooch,104
dragkedjan,the zipper,104
frenchy,frenchy,104
missöde,mishap,104
calista,Calista,104
halkat,slipped,104
nafs,SNAP,104
bakad,baked,104
förkrossade,crushed,104
dechiffrera,decipher,104
medömkan,the compassion,104
sänts,sent,104
välbehållna,well maintained,104
tipsat,advised,104
haram,haram,104
återupptas,resumed,104
konventionella,conventional,104
avkoda,decode,103
norén,the Noreen,103
bragg,bragg,103
ops,oops,103
sandkorn,grains of sand,103
tolkade,interpreted,103
tian,tian,103
mumlade,murmured,103
postkontor,post office,103
spärr,latch,103
siare,seer,103
ödlan,the lizard,103
lupe,magnifying glass,103
skälig,reasonable,103
systemfel,system error,103
tålmodiga,patient,103
utkämpas,fought out,103
fördömelse,condemnation,103
banning,banning,103
noelle,Noelle,103
rupier,rupees,103
scudder,scudder,103
antagandet,the assumption,103
piney,piney,103
veck,fold,103
rutherford,rutherford,103
fossil,fossil,103
revs,demolished,103
hallucinerade,hallucinated,103
kyliga,chilly,103
mummel,murmur,103
stämplade,stamped,103
frustrerade,frustrated,103
brandstationen,the fire station,103
kosher,kosher,103
mognar,ripens,103
pug,pug,103
ryser,shuddering,103
hefner,revenge,103
sera,sera,103
saba,saba,103
existensen,existence,103
nemooo,nemooo,103
stamkund,regular customer,103
uppvärmd,heated,103
hänförd,rapt,103
tarjag,take care,103
lagras,is stored,103
förfallet,decayed,103
feromoner,pheromones,103
nellie,Nellie,103
retades,was teased,103
hiphop,hip hop,103
bäckenet,the pelvis,103
åklagarna,the prosecutors,103
upplösa,dissolve,103
musikaler,musicals,103
avkomman,the offspring,103
eldkastare,flame-thrower,103
bertram,bertram,103
löpeld,wildfire,103
fördärvet,the depravity,103
avböjer,declines,103
lydecker,Lydecker,103
inspirationskälla,source of inspiration,103
feedback,feedback,103
förvånas,surprised,103
snäckan,the shell,103
metallica,metallica,103
tänkbart,imaginable,103
botox,botox,103
spekulerar,speculating,103
lotten,the lottery,103
elektra,electricity,103
une,one,103
polar,polar,103
theseus,theseus,103
deeds,deeds,103
sexåring,six year old,103
sith,sith,103
äss,ace,103
raquel,raquel,103
indikation,indication,103
födelsen,the birth,103
överflödiga,redundant,103
läran,the doctrine,103
holländaren,the Dutchman,103
hyresgästerna,the tenants,103
ryggmärgen,the spinal cord,103
medfött,inborn,103
distraheras,be distracted,103
skitjobbet,shitty job,103
omvandlar,converts,103
djävulskt,diabolical,103
betjänten,the valet,103
översvämmad,flooded,103
nobu,nobu,103
én,one,103
räka,shrimp,103
intresserat,interested,103
nationalpark,national park,103
arkeologi,archaeology,103
kain,Cain,103
uppfostras,brought up,103
wallis,wallis,103
cornelia,Cornelia,103
avbryts,is cancelled,103
lauri,lauri,103
fördömde,condemned,103
sune,sun,103
opererats,operated on,103
surprise,surprise,103
brandi,brandy,103
livstidsstraff,life sentence,103
upplyftande,uplifting,103
episk,epic,103
kränkte,offended,103
salomos,Solomon,103
befästa,consolidate,103
hårddiskar,hard drives,103
lannisters,Lannisters,103
funna,found,103
realist,realist,103
majestic,majestic,103
testades,was tested,103
skolkamrat,schoolmate,103
utbytesstudent,exchange student,103
gipset,the plaster,103
rekommendationsbrev,letter of recommendation,103
sammankalla,convene,103
lux,lux,103
neptunus,Neptune,103
fotgängare,pedestrian,103
shortsen,the shorts,103
varhelst,wherever,103
reza,reza,103
mörkhårig,dark haired,103
svalare,cooler,103
äventyrlig,adventurous,103
bistår,assists,103
woolsey,woolsey,103
grannhuset,the neighboring house,103
satmaran,satmaran,103
dammig,dusty,103
rumservice,room service,103
stolpe,post,103
shell,shell,103
rymdvarelserna,the aliens,103
milstolpe,milestone,103
styrelseordförande,chairman of the board,103
caseys,casey's,103
keiko,keiko,103
bjässe,shit,103
scannern,the scanner,103
favoriten,the favourite,103
ddr,ddr,103
beaktande,consideration,103
fallskärmar,parachutes,103
avslappnade,relaxed,103
bekänn,confess,103
godheten,the goodness,103
campos,campos,103
revy,revue,103
tillväxten,the growth,103
lockigt,curly,103
överskattad,overrated,103
känseln,the sensation,103
july,july,103
baer,beer,103
havsbotten,seabed,103
brandstegen,the fire escape,103
utdragen,protracted,103
komponenten,the component,103
futtiga,futile,103
zeppelin,zeppelin,102
abbedissan,the abbess,102
upplägg,arrangement,102
paulette,Paulette,102
humorn,the humor,102
kosing,oof,102
missförstådd,misunderstood,102
bolsjevikerna,the bolsheviks,102
murphys,wall phys,102
grymheter,atrocities,102
dokusåpa,reality show,102
genomföras,be carried out,102
vintage,vintage,102
metadon,methadone,102
reumatism,rheumatism,102
colbert,Colbert,102
förklarades,was explained,102
trikåer,tights,102
bling,bling,102
franklins,franklins,102
riskabel,risky,102
höghus,high-rise building,102
reparationerna,the repairs,102
författarna,the authors,102
tårögd,teary-eyed,102
indikationer,indications,102
esme,esme,102
k2,k2,102
pastan,the pasta,102
metaller,metals,102
skoningslöst,mercilessly,102
luger,lying,102
josefine,josephine,102
väsentligt,substantially,102
jackies,Jackie,102
lättlurade,easily deceived,102
häktade,detained,102
fang,catch,102
överstiger,exceeds,102
konserver,canned food,102
tillverkning,manufacturing,102
avskedas,dismissed,102
kedjade,chained,102
viloplats,resting place,102
sega,tough,102
provsmaka,taste test,102
övervåld,overpowered,102
sjuklig,unhealthy,102
extern,external,102
fantasy,fantasy,102
pythagoras,Pythagoras,102
jättelika,great,102
tryggheten,the security,102
herravälde,Dominion,102
händelsevis,incidentally,102
bengtzon,Bengtzon,102
horowitz,horowitz,102
fladdermusen,the bat,102
django,django,102
snäpp,snap,102
slint,slime,102
bådadera,both of them,102
rökelse,Incense,102
surfade,surfed,102
gi,give,102
stoppats,stopped,102
stoppet,stopped,102
utmattande,exhausting,102
uppfyllde,fulfilled,102
fraktskepp,cargo ship,102
single,single,102
sålunda,thus,102
husan,the house,102
elmo,electricity,102
tusental,thousand,102
godtrogen,credulous,102
vält,Roller,102
ninas,nose,102
flygvärdinnan,the flight attendant,102
klappat,clapped,102
farrah,Farrah,102
värkarna,the pains,102
lemlästa,maim,102
boot,boot,102
barberare,barber,102
rentvår,pure spring,102
muy,muy,102
adjutant,adjutant,102
käket,the jaw,102
årligen,annually,102
forfarande,still,102
etcetera,etcetera,102
ukrainska,Ukrainian,102
kalium,potassium,102
värsting,worst thing,102
nyck,whim,102
langning,longing,102
oegentligheter,irregularities,102
hjärnbarken,the cerebral cortex,102
sommarlovet,the summer vacation,102
stegman,stepman,102
jump,jump,102
återvinning,recycling,102
pingvinerna,the penguins,102
provokation,provocation,102
points,points,102
hermann,herman,102
sprängts,blown up,102
sminkar,make up,102
mobile,mobile,102
jae-hyeok,jae-hyeok,102
verksamheter,operations,102
famlar,gropes,102
daglig,daily,102
nybyggarna,the settlers,102
sjuhelsikes,hello,102
tackling,tackle,102
dricksvatten,drinking water,102
infektera,infect,102
arbetsplatsen,the workplace,102
finansdepartementet,Ministry of Finance,102
mixtrade,tinkered with,102
porren,the porn,102
argumenterar,argues,102
dressing,dressing,102
pumpor,pumpkins,102
rynka,wrinkle,102
sövd,sedated,102
uppträdandet,the performance,102
latimer,late hours,102
försvars,defended,102
birgitta,birgitta,102
laddningar,charges,102
tidigaste,earliest,102
sto,mare,102
långsiktiga,long-term,102
nördarna,the nerds,102
överkroppen,the upper body,102
artificiella,artificial,102
theon,theon,102
allegra,allegra,102
ungdomsfängelse,youth prison,102
kröka,curve,102
clean,clean,102
patrullerade,patrolled,102
buds,buddies,102
camelots,camelots,102
raees,raees,102
jod,iodine,102
mess,mess,102
wikipedia,wikipedia,102
partiklarna,the particles,102
masuka,masuka,102
skönhetssömn,beauty sleep,102
mildra,mitigate,102
fängelsedirektör,prison director,102
stundens,of the moment,101
haskell,haskell,101
kvaddade,chatted,101
undertrycka,suppress,101
förkasta,reject,101
värdering,valuation,101
cleary,cleary,101
locksley,locksley,101
hemresa,journey home,101
manuela,manual,101
faser,phases,101
morbrors,uncle's,101
beordrats,ordered,101
southern,southern,101
frans,fringe,101
målmedveten,purposeful,101
pröjsar,barges,101
tidsplanen,the schedule,101
täppa,clog,101
profeter,prophets,101
policyn,the policy,101
kondomen,the condom,101
antropolog,anthropologist,101
givmild,generous,101
paintball,paintball,101
tävlingarna,the competitions,101
bubbel,bubble,101
lace,lace,101
bistånd,assistance,101
stängningsdags,closing day,101
sung,sung,101
dollarn,the dollar,101
smurfar,smurf father,101
larmat,alarmed,101
bredd,width,101
mohinder,Mohinder,101
åring,yearling,101
bakelser,pastries,101
alices,alice,101
obotligt,incurable,101
petes,petes,101
meng,quantity,101
förmiddags,morning,101
oförändrad,unchanged,101
präktig,splendid,101
molekylära,molecular,101
rosenberg,Rosenberg,101
mordutredare,homicide investigator,101
tvångströja,straitjacket,101
avhugget,chopped off,101
gudfader,godfather,101
sneda,oblique,101
darrow,darrow,101
sysselsättning,employment,101
begravningsentreprenör,undertaker,101
sammansatt,composite,101
apokalyps,Apocalypse,101
looken,the look,101
spektakulär,spectacular,101
flush,flush,101
björk,birch,101
transaktion,transaction,101
proppar,plugs,101
sprängningen,the blast,101
sandman,sandman,101
intubera,intubate,101
jävlats,fucking,101
mottar,receives,101
ex-flickvän,ex-girlfriend,101
isle,isle,101
skräckslagna,terrified,101
firmor,companies,101
pladdra,prattle,101
klargör,clarify,101
arbetskamrat,workmate,101
bestört,dismayed,101
heroes,heroes,101
konstitution,constitution,101
leone,leone,101
most,most,101
chestnut,chestnut,101
flyktiga,volatile,101
ilaria,Ilaria,101
späckhuggare,killer whale,101
försvinnanden,disappearances,101
litchfield,litchfield,101
genetik,genetics,101
säkerhetschefen,the security manager,101
affärs,business,101
reaktor,reactor,101
mambo,mambo,101
farragut,farragut,101
tiondel,tenth,101
humant,humanely,101
gazette,gazette,101
care,care,101
prostata,prostate,101
nintendo,nintendo,101
bortkopplad,disconnected,101
vande,won,101
nordin,the north,101
omskakad,shaken up,101
baktanke,ulterior motive,101
aisha,Aisha,101
skottar,Scots,101
lastas,is loaded,101
spinn,spin,101
sexmissbrukare,sex addict,101
klonade,cloned,101
vilden,the wild,101
tillbakadragen,withdrawn,101
mcallister,mcallister,101
irritation,irritation,101
pilgrimer,pilgrims,101
electra,electric,101
adonis,adonis,101
efterfest,after party,101
känslokall,emotional room,101
inbjudande,inviting,101
utförts,performed,101
pennys,pennies,101
upphöjda,elevated,101
affischerna,the posters,101
svämmar,swims,101
rapa,burp,101
quest,quest,101
eastern,the easter,101
avvika,deviate,101
mönstren,the patterns,101
kellog,watch clock,101
fähund,fae dog,101
hemmastadda,at home,101
patrioterna,the patriots,101
nostalgisk,nostalgic,101
sioux,sioux,101
terrorismen,the terrorism,101
zion,zion,101
knogar,knuckles,101
trailern,the trailer,101
sieg,victory,101
azt,azt,101
verne,protect,101
hartford,Hartford,101
lansky,Lansky,101
samoa,samoa,101
tomaterna,the tomatoes,101
manion,manioc,101
ditsatt,seated,101
dolce,dolce,101
hedervärt,honorable,101
kompromissar,compromises,101
saxar,scissors,101
evangeliet,the gospel,101
tjejkompisar,girlfriends,101
upprop,Call,101
utplånades,was wiped out,101
khanen,the khan,101
racket,racket,101
glamour,glamor,101
barrès,barrès,101
avböja,decline,101
voorhees,voorhees,101
detective,detective,101
putsade,polished,101
knallar,bangs,101
skillnaderna,the differences,101
royale,royale,101
varnas,be warned,101
mekanism,mechanism,101
sus,swish,101
heathcliff,heathcliff,101
klampar,cleats,101
cuba,cuba,101
preparat,preparation,101
manitowocs,manitowocs,101
absint,absinth,101
européer,Europeans,101
klingonska,Klingon,100
förutser,anticipates,100
doggie,doggy,100
ekosystem,ecosystem,100
varianter,variants,100
styrdes,was controlled,100
domingo,domingo,100
kartongerna,the cartons,100
dokumenterar,documents,100
talmannen,the speaker,100
stickar,knits,100
leith,leith,100
badrock,bathrobe,100
rakad,shaved,100
platon,platoon,100
koothrappali,koothrappali,100
postar,posts,100
pompeji,Pompeii,100
säkerhetsbälten,seat belts,100
säja,say,100
rockwell,rockwell,100
ömsint,tender,100
infraröda,infrared,100
banketten,the banquet,100
resenären,the traveler,100
huvudentrén,the main entrance,100
sänktes,was lowered,100
pena,shame,100
zoidberg,zoid mountain,100
eastman,eastman,100
tändstickorna,the matches,100
carls,carls,100
sodavatten,soda water,100
sjukvården,healthcare,100
nasedo,nasedo,100
kaye,bye,100
fuentes,fountains,100
bubblar,bubbles,100
arvingen,the heir,100
bl.a.,i.a.,100
grevinna,countess,100
narkos,anesthetic,100
pembroke,pembroke,100
lucian,lucia,100
statusen,the status,100
negan,deny,100
resebyrå,travel agency,100
vidhåller,maintains,100
fibrerna,the fibers,100
oförutsägbart,unpredictable,100
optimus,optimus,100
tilldelades,was awarded,100
dim,dim,100
äventyrade,endangered,100
roat,amused,100
bonsoir,bonsoir,100
lemlästade,mutilated,100
halbach,Halbach,100
videokameran,the video camera,100
befordras,promoted,100
läkares,doctor's,100
blåsning,blowing,100
halm,straw,100
baxters,baxter's,100
hypnotiserade,hypnotized,100
britannien,Britain,100
dörrklocka,door bell,100
åta,eight,100
vigselringen,the wedding ring,100
ekot,the echo,100
boxershorts,boxer shorts,100
lexus,lexus,100
utförda,performed,100
enzym,enzyme,100
trådlöst,wirelessly,100
allena,alone,100
följden,the consequence,100
glöms,is forgotten,100
arabisk,Arab,100
irakier,Iraqi,100
likvidera,liquidate,100
dräng,peasant,100
kronans,of the crown,100
grävling,Badger,100
tinder,tinder,100
slemmig,slimy,100
trev,feel good,100
meteorit,meteorite,100
lexie,Lexie,100
sorgset,sadly,100
moroten,the carrot,100
rawlins,rawlins,100
övervakningsfilm,surveillance footage,100
säkerhetsteam,security team,100
cube,cube,100
stegar,ladders,100
kupé,compartment,100
tahoe,Tahoe,100
signorina,Signorina,100
cécile,cécile,100
zappa,zap,100
favoritbok,favorite book,100
rocha,rocha,100
algoritmer,algorithms,100
voyage,voyage,100
förruttnelse,putrefactive,100
förfarande,procedure,100
vittring,weathering,100
försmak,taste,100
varligt,cautiously,100
half,half,100
klanerna,the clans,100
slappar,relaxing,100
biträdet,the assistant,100
trojanska,Trojan,100
presidentkandidat,presidential candidate,100
thomson,thomson,100
nepal,nepal,100
rättsläkarens,coroner's,100
gosedjur,stuffed animals,100
evers,evers,100
kossor,cows,100
lemoine,lemoine,100
stillsamt,quietly,100
visats,shown,100
push,push,100
tillgiven,affectionate,100
riskzonen,the risk zone,100
bärande,carrying,100
ingemar,ingemar,100
återbetalning,refund,100
uppkopplade,connected,100
morgonrocken,the dressing gown,100
skulderna,the debts,100
motstridiga,contradictory,100
egoist,egoist,100
peder,Peter,100
huff,huff,100
yamato,yamato,100
simulerar,simulates,100
gentry,gentry,100
rigsby,rigsby,100
perfekte,perfect,100
frestar,tempts,100
oärligt,dishonest,100
emmanuel,Emmanuel,100
rättsväsendet,the judiciary,100
spolat,flushed,100
kif,kif,100
kadetter,cadets,100
önskad,desired,100
uppå,up,100
exemplaret,the specimen,100
cop,cop,100
leann,leann,100
shoppade,shopped,100
sängliggande,bedridden,100
qué,what,100
agency,agency,100
ogiltig,invalid,100
mckinley,mckinley,100
femtonde,fifteenth,100
groot,big,100
våldtagna,raped,100
omgivande,ambient,100
dupree,Dupree,100
befrielsen,the liberation,100
ljussken,light shine,100
lapparna,the notes,100
keefe,keefe,100
muslimerna,the Muslims,100
talesmannen,the spokesperson,100
garvar,tanners,100
lâter,sounds,100
tystar,silent,100
markis,awning,100
laglydig,law abiding,100
larvar,larvae,100
fikusar,figs,100
gigolo,gigolo,100
överträffade,surpassed,100
traumatiserad,traumatized,100
vilseledd,deluded,100
webbsidan,web page,100
stelt,rigidly,100
aksel,axle,100
förseelser,misdemeanors,100
tilltygad,assured,100
hjälmarna,the helmets,99
häxeri,witchcraft,99
importerade,imported,99
møhge,mohge,99
onaturlig,unnatural,99
gilliam,Gilliam,99
maría,Maria,99
malm,Ore,99
överfölls,was assaulted,99
levine,levine,99
upploppen,the riots,99
distributör,distributor,99
stipendier,scholarships,99
rusta,equip,99
doom,doom,99
mikko,Mikko,99
tillfredsställd,satisfied,99
obligationerna,the bonds,99
förnärmad,offended,99
oförstörbar,indestructible,99
neo,neo,99
jessa,jeez,99
skyarna,the clouds,99
lnom,lnom,99
cigarrett,cigarette,99
förarsätet,the driver's seat,99
gammelfarfar,great grandfather,99
martys,Marty's,99
omärkta,unmarked,99
komplicerar,complicates,99
ålderdom,old age,99
kraftverk,power plant,99
pawter,Paws,99
förväxla,Confuse,99
skostorlek,shoe size,99
djurisk,brute,99
ponera,pose,99
handläggare,case manager,99
atticus,atticus,99
spolades,flushed,99
övertagande,take-over,99
böta,fine,99
fido,fido,99
vadim,vadim,99
livligt,lively,99
nyskapande,innovative,99
fällt,fell,99
ingivelse,inspiration,99
frånfälle,death,99
rotterdam,rotterdam,99
torteras,being tortured,99
skjutning,shooting,99
återföreningen,the reunion,99
ember,ember,99
smutstvätt,dirty laundry,99
undermedvetet,subconsciously,99
möjliggör,enables,99
arbetstider,working hours,99
droppade,dripped,99
tecknare,cartoonist,99
lnser,lenses,99
pride,pride,99
glory,glory,99
ehh,uhh,99
spooner,spoons,99
plummer,plums,99
återupplivar,revives,99
åkallar,invokes,99
mollari,molars,99
elräkningen,the electricity bill,99
kommunism,communism,99
tempelriddare,Knights Templar,99
flaggorna,the flags,99
godkändes,was approved,99
guam,Guam,99
nichol,nicholl,99
abner,Abner,99
bommen,the boom,99
gira,yaw,99
ransoner,rations,99
mobbar,bullies,99
självkontroll,self control,99
utkämpat,fought out,99
fejs,face,99
skamsen,ashamed,99
hindras,prevented,99
gently,gently,99
svängt,turned,99
juilliard,juilliard,99
koffert,trunk,99
vajnis,ice cream,99
östrogen,estrogen,99
aladdin,aladdin,99
brie,brie,99
hästskit,horse shit,99
hårfin,subtle,99
diskade,washed up,99
övervaknings,surveillance,99
bonusen,the bonus,99
fsb,fsb,99
tveksamma,doubtful,99
allteftersom,gradually,99
faktist,in fact,99
rebeccas,rebecca's,99
baudelaire,Baudelaire,99
statyerna,the statues,99
brandmannen,the fireman,99
äventyrat,endangered,99
beate,beat,99
kranvatten,tap water,99
golem,golem,99
reece,reece,99
infanteri,infantry,99
tzu,tzu,99
daterat,dated,99
clarkson,Clarkson,99
allens,everyone's,99
skrivaren,the printer,99
arvingar,heirs,99
gästhuset,the guesthouse,99
barndoms,childhood,99
personligheten,the personality,99
fartygschef,ship commander,99
bankirer,bankers,99
bulldozer,bulldozer,99
ynglingen,the youngster,99
oregelbunden,irregular,99
frammana,evoke,99
halifax,halifax,99
him,him,99
lagrade,stored,99
blöjan,the diaper,99
trogne,faithful,99
kodnamnet,the code name,99
guldstjärna,gold star,99
fejd,feud,99
bandets,of the band,99
slagträt,bat,99
felfritt,faultless,99
lojaliteten,the loyalty,99
paralyserad,paralyzed,99
förskola,preschool,99
dugan,the tablecloth,99
häver,raises,99
nordöst,northeast,99
hybris,hubris,99
obligatoriska,mandatory,99
mathilde,mathilde,99
infarten,the entrance,99
knäppgökar,snapping cuckoos,99
ifrân,from,99
tejpade,taped,99
förhäxade,bewitched,99
skogshuggare,lumberjack,99
ångorna,the vapors,99
liftar,hitchhiking,99
mattorna,the carpets,99
bronco,bronco,99
malta,grind,99
bankdirektör,bank director,99
ruckel,hovel,99
ojämna,uneven,99
kitteln,the cauldron,99
avlossa,fire,99
sodomi,sodomy,99
förhöjda,elevated,99
isaak,isaac,99
krigshandling,act of war,99
genomsökning,scanning,99
renoverade,renovated,99
temporär,temporary,99
grimmen,the halter,99
hooli,hooli,99
tidsschemat,the timetable,99
ground,ground,99
esposito,esposito,99
bliss,bliss,99
munsbit,morsel,99
städningen,the cleaning,99
snöade,snowed,99
tomás,tomás,99
uppfyllda,fulfilled,99
slarva,careless,99
lägereld,campfire,99
sidekick,sidekick,99
seaworld,seaworld,99
dår,fool,99
skrynkliga,wrinkled,99
lill,little,99
fema,five,99
förnedrade,humiliated,99
hojta,shout,99
muslimsk,Muslim,99
reparerade,repaired,99
feminist,feminist,99
pappy,daddy,99
packet,package,99
cyklarna,the bikes,99
avstod,waived,99
radioprogram,radio program,99
hindrande,obstructing,99
pee-wee,pee-wee,99
nummerplåt,number plate,99
korvarna,the sausages,99
hang,hung,99
kath,cat,99
träskalle,wooden skull,99
vickers,Vickers,99
nerslagen,beaten down,99
gikt,gout,99
radiostation,radio station,98
godmiddag,good dinner,98
mobba,bully,98
tibbs,tibbs,98
ajourneras,is adjourned,98
badkläder,swimwear,98
infrarött,infrared,98
dekorationer,decorations,98
lagstiftning,legislation,98
osaka,Osaka,98
pd,p.d,98
motellrum,motel room,98
fredericks,Frederick's,98
offshore,offshore,98
andranamn,second name,98
beaver,beaver,98
lyktorna,the lanterns,98
resonabel,reasonable,98
lorden,the lord,98
oundvikligen,inevitably,98
bog,shoulder,98
challenger,challenger,98
stormy,stormy,98
zoner,zones,98
lasky,lazy,98
alskar,loves,98
sommarstuga,summer cottage,98
hybrider,hybrids,98
arbetstillstånd,work permit,98
studerande,student,98
utväxlingen,the exchange,98
bartlett,bartlett,98
mattis,matte,98
mordplats,murder scene,98
ans,ans,98
jätteglada,overjoyed,98
besitta,possess,98
villkorslöst,unconditionally,98
truth,truth,98
mistel,mistletoe,98
smörjelsen,the anointing,98
fränt,frenetic,98
piffa,spice up,98
oi,oh,98
havsbottnen,the seabed,98
dett,that,98
bombare,bomber,98
herc,duke,98
carries,carries,98
topparna,the peaks,98
avspänd,relaxed,98
northwestern,northwestern,98
omdirigera,redirect,98
tävlat,competed,98
bilförare,car driver,98
hyah,hey,98
